Year,District,Feeder School DBN,Feeder School Name,Count of Students in HS Admissions,Count of Testers,Attempt Rate,Count of Offers,Offer Rate
2018,02,02M397,SPRUCE STREET SCHOOL,56,36,64%,10,18%
2018,02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,75,21,28%,8,11%
2018,02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,33,9,27%,3,9%
2018,02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,103,46,45%,15,15%
2018,02,02M422,QUEST TO LEARN,96,33,34%,3,3%
2018,02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",25,15,60%,3,12%
2018,02,02M655,LIFE SCIENCES SECONDARY SCHOOL,22,3,14%,3,14%
2018,02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,129,70,54%,8,6%
2018,02,02M933,CITY KNOLL MIDDLE SCHOOL,78,17,22%,3,4%
2019,02,02M104,J.H.S. 104 SIMON BARUCH,388,217,56%,60,28%
2019,02,02M114,EAST SIDE MIDDLE SCHOOL,154,115,75%,67,58%
2019,02,02M126,P.S. 126 JACOB AUGUST RIIS,109,66,61%,20,30%
2019,02,02M131,M.S. 131,170,75,44%,7,9%
2019,02,02M167,J.H.S. 167 ROBERT F. WAGNER,471,269,57%,75,28%
2019,02,02M177,YORKVILLE EAST MIDDLE SCHOOL,76,28,37%,7,25%
2019,02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,29,11,38%,3,27%
2019,02,02M225,ELLA BAKER SCHOOL,25,3,12%,3,100%
2019,02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,132,105,80%,64,61%
2019,02,02M260,THE CLINTON SCHOOL,98,25,26%,3,12%
2019,02,02M276,BATTERY PARK CITY SCHOOL,94,56,60%,20,36%
2019,02,02M289,I.S. 289,93,45,48%,8,18%
2019,02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,186,168,90%,124,74%
2019,02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,22,3,14%,3,100%
2019,02,02M397,SPRUCE STREET SCHOOL,62,29,47%,9,31%
2019,02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,72,13,18%,3,23%
2019,02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,36,8,22%,3,38%
2019,02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,108,46,43%,10,22%
2019,02,02M422,QUEST TO LEARN,76,26,34%,3,12%
2019,02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",22,12,55%,3,25%
2019,02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,125,63,50%,7,11%
2019,02,02M933,CITY KNOLL MIDDLE SCHOOL,85,24,28%,3,13%
2020,02,02M104,J.H.S. 104 SIMON BARUCH (02M104),384,226,59%,48,21%
2020,02,02M114,EAST SIDE MIDDLE SCHOOL (02M114),154,114,74%,63,55%
2020,02,02M126,P.S. 126 JACOB AUGUST RIIS (02M126),113,70,62%,25,36%
2020,02,02M131,M.S. 131 (02M131),144,74,51%,6,8%
2020,02,02M167,J.H.S. 167 ROBERT F. WAGNER (02M167),454,266,59%,73,27%
2020,02,02M177,YORKVILLE EAST MIDDLE SCHOOL (02M177),76,29,38%,3,10%
2020,02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND (02M217),31,9,29%,3,33%
2020,02,02M225,ELLA BAKER SCHOOL (02M225),11,3,27%,3,100%
2020,02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE (02M255),132,101,77%,61,60%
2020,02,02M260,THE CLINTON SCHOOL (02M260),97,37,38%,11,30%
2020,02,02M276,BATTERY PARK CITY SCHOOL (02M276),98,52,53%,16,31%
2020,02,02M289,I.S. 289 (02M289),98,53,54%,6,11%
2020,02,02M297,M.S. 297 (02M297),236,75,32%,6,8%
2020,02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES (02M312),186,163,88%,113,69%
2020,02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL (02M347),12,3,25%,3,100%
2020,02,02M397,SPRUCE STREET SCHOOL (02M397),65,27,42%,3,11%
2020,02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION (02M407),75,7,9%,3,43%
2020,02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL (02M408),56,14,25%,3,21%
2020,02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL (02M413),96,23,24%,6,26%
2020,02,02M422,QUEST TO LEARN (02M422),58,13,22%,3,23%
2020,02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE (02M442)",20,11,55%,3,27%
2020,02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL (02M896),124,49,40%,3,6%
2020,02,02M933,CITY KNOLL MIDDLE SCHOOL (02M933),60,10,17%,3,30%
2016,03,03M054,J.H.S. 054 BOOKER T. WASHINGTON,243,243,100%,156,64%
2016,03,03M076,P.S. 076 A. PHILIP RANDOLPH,14,14,100%,3,21%
2016,03,03M149,P.S. 149 SOJOURNER TRUTH,3,3,100%,3,100%
2016,03,03M165,P.S. 165 ROBERT E. SIMON,12,12,100%,3,25%
2016,03,03M180,P.S. 180 HUGO NEWMAN,25,25,100%,3,12%
2016,03,03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,3,3,100%,3,100%
2016,03,03M243,M.S. 243 CENTER SCHOOL,42,42,100%,20,48%
2016,03,03M245,M.S. M245 THE COMPUTER SCHOOL,69,69,100%,19,28%
2016,03,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,19,19,100%,3,16%
2016,03,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,6,6,100%,3,50%
2016,03,03M256,LAFAYETTE ACADEMY,11,11,100%,3,27%
2016,03,03M258,COMMUNITY ACTION SCHOOL - MS 258,19,19,100%,3,16%
2016,03,03M291,WEST END SECONDARY SCHOOL,3,3,100%,3,100%
2016,03,03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,30,30,100%,11,37%
2016,03,03M334,THE ANDERSON SCHOOL,61,61,100%,54,89%
2016,03,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,3,3,100%,3,100%
2016,03,03M421,WEST PREP ACADEMY,3,3,100%,3,100%
2016,03,03M859,SPECIAL MUSIC SCHOOL,12,12,100%,3,25%
2016,03,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,3,3,100%,3,100%
2016,03,03M862,MOTT HALL II,85,85,100%,15,18%
2017,03,03M054,J.H.S. 054 BOOKER T. WASHINGTON,251,228,91%,137,60%
2017,03,03M076,P.S. 076 A. PHILIP RANDOLPH,49,15,31%,3,20%
2017,03,03M149,P.S. 149 SOJOURNER TRUTH,27,3,11%,3,100%
2017,03,03M165,P.S. 165 ROBERT E. SIMON,62,3,5%,3,100%
2017,03,03M180,P.S. 180 HUGO NEWMAN,63,24,38%,3,13%
2017,03,03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,49,6,12%,3,50%
2017,03,03M243,M.S. 243 CENTER SCHOOL,58,48,83%,20,42%
2017,03,03M245,M.S. M245 THE COMPUTER SCHOOL,130,57,44%,17,30%
2017,03,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,71,8,11%,3,38%
2017,03,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,60,8,13%,3,38%
2017,03,03M256,LAFAYETTE ACADEMY,56,10,18%,3,30%
2017,03,03M258,COMMUNITY ACTION SCHOOL - MS 258,84,25,30%,3,12%
2017,03,03M291,WEST END SECONDARY SCHOOL,,3,#DIV/0!,3,100%
2017,03,03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,51,19,37%,3,16%
2017,03,03M334,THE ANDERSON SCHOOL,74,67,91%,51,76%
2017,03,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,12,3,25%,3,100%
2017,03,03M421,WEST PREP ACADEMY,69,12,17%,3,25%
2017,03,03M859,SPECIAL MUSIC SCHOOL,14,3,21%,3,100%
2017,03,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,31,3,10%,3,100%
2017,03,03M862,MOTT HALL II,110,57,52%,10,18%
2018,03,03M054,J.H.S. 054 BOOKER T. WASHINGTON,286,257,90%,150,52%
2018,03,03M076,P.S. 076 A. PHILIP RANDOLPH,59,3,5%,3,5%
2018,03,03M149,P.S. 149 SOJOURNER TRUTH,27,3,11%,3,11%
2018,03,03M165,P.S. 165 ROBERT E. SIMON,53,7,13%,3,6%
2018,03,03M180,P.S. 180 HUGO NEWMAN,60,22,37%,3,5%
2018,03,03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,35,6,17%,3,9%
2018,03,03M243,M.S. 243 CENTER SCHOOL,57,38,67%,14,25%
2018,03,03M245,M.S. M245 THE COMPUTER SCHOOL,133,70,53%,19,14%
2018,03,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,64,12,19%,3,5%
2018,03,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,60,3,5%,3,5%
2018,03,03M256,LAFAYETTE ACADEMY,48,11,23%,3,6%
2018,03,03M258,COMMUNITY ACTION SCHOOL - MS 258,59,11,19%,3,5%
2018,03,03M291,WEST END SECONDARY SCHOOL,133,31,23%,6,5%
2018,03,03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,50,15,30%,3,6%
2018,03,03M334,THE ANDERSON SCHOOL,76,75,99%,58,76%
2018,03,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,16,3,19%,3,19%
2018,03,03M421,WEST PREP ACADEMY,74,21,28%,3,4%
2018,03,03M859,SPECIAL MUSIC SCHOOL,16,10,63%,7,44%
2018,03,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,9,3,33%,3,33%
2018,03,03M862,MOTT HALL II,122,64,52%,12,10%
2019,03,03M054,J.H.S. 054 BOOKER T. WASHINGTON,302,256,85%,157,61%
2019,03,03M076,P.S. 076 A. PHILIP RANDOLPH,63,3,5%,3,100%
2019,03,03M149,P.S. 149 SOJOURNER TRUTH,29,3,10%,3,100%
2019,03,03M180,P.S. 180 HUGO NEWMAN,60,11,18%,3,27%
2019,03,03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,60,3,5%,3,100%
2019,03,03M243,M.S. 243 CENTER SCHOOL,55,40,73%,12,30%
2019,03,03M245,M.S. M245 THE COMPUTER SCHOOL,134,64,48%,12,19%
2019,03,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,84,20,24%,3,15%
2019,03,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,60,9,15%,3,33%
2019,03,03M256,LAFAYETTE ACADEMY,56,17,30%,3,18%
2019,03,03M258,COMMUNITY ACTION SCHOOL - MS 258,83,15,18%,3,20%
2019,03,03M291,WEST END SECONDARY SCHOOL,100,33,33%,6,18%
2019,03,03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,64,19,30%,6,32%
2019,03,03M334,THE ANDERSON SCHOOL,63,61,97%,43,70%
2019,03,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,22,3,14%,3,100%
2019,03,03M421,WEST PREP ACADEMY,74,28,38%,3,11%
2019,03,03M859,SPECIAL MUSIC SCHOOL,14,8,57%,3,38%
2019,03,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,24,3,13%,3,100%
2019,03,03M862,MOTT HALL II,144,60,42%,13,22%
2020,03,03M054,J.H.S. 054 BOOKER T. WASHINGTON (03M054),257,206,80%,102,50%
2020,03,03M076,P.S. 076 A. PHILIP RANDOLPH (03M076),59,3,5%,3,100%
2020,03,03M149,P.S. 149 SOJOURNER TRUTH (03M149),27,3,11%,3,100%
2020,03,03M180,P.S. 180 HUGO NEWMAN (03M180),51,3,6%,3,100%
2020,03,03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS (03M191),56,14,25%,3,21%
2020,03,03M243,M.S. 243 CENTER SCHOOL (03M243),60,41,68%,12,29%
2020,03,03M245,M.S. M245 THE COMPUTER SCHOOL (03M245),139,65,47%,17,26%
2020,03,03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL (03M247),71,13,18%,3,23%
2020,03,03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL (03M250),56,6,11%,3,50%
2020,03,03M256,LAFAYETTE ACADEMY (03M256),40,18,45%,3,17%
2020,03,03M258,COMMUNITY ACTION SCHOOL - MS 258 (03M258),74,14,19%,3,21%
2020,03,03M291,WEST END SECONDARY SCHOOL (03M291),108,55,51%,19,35%
2020,03,03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN (03M333),63,18,29%,3,17%
2020,03,03M334,THE ANDERSON SCHOOL (03M334),61,55,90%,33,60%
2020,03,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS (03M415),35,3,9%,3,100%
2020,03,03M421,WEST PREP ACADEMY (03M421),71,24,34%,3,13%
2020,03,03M859,SPECIAL MUSIC SCHOOL (03M859),18,3,17%,3,100%
2020,03,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL (03M860),21,3,14%,3,100%
2020,03,03M862,MOTT HALL II (03M862),138,49,36%,3,6%
2016,04,04M007,P.S. 007 SAMUEL STERN,3,3,100%,3,100%
2016,04,04M012,TAG YOUNG SCHOLARS,47,47,100%,27,57%
2016,04,04M050,P.S. 050 VITO MARCANTONIO,3,3,100%,3,100%
2016,04,04M057,JAMES WELDON JOHNSON,26,26,100%,3,12%
2016,04,04M072,THE LEXINGTON ACADEMY,3,3,100%,3,100%
2016,04,04M096,P.S. 096 JOSEPH LANZETTA,15,15,100%,3,20%
2016,04,04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,11,11,100%,3,27%
2016,04,04M171,P.S. 171 PATRICK HENRY,43,43,100%,3,7%
2016,04,04M206,P.S. 206 JOSE CELSO BARBOSA,19,19,100%,3,16%
2016,04,04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,25,25,100%,3,12%
2016,04,04M372,ESPERANZA PREPARATORY ACADEMY,10,10,100%,3,30%
2016,04,04M377,RENAISSANCE SCHOOL OF THE ARTS,12,12,100%,3,25%
2016,04,04M406,GLOBAL TECHNOLOGY PREPARATORY,15,15,100%,3,20%
2016,04,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,3,3,100%,3,100%
2016,04,04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,6,6,100%,3,50%
2016,04,04M964,CENTRAL PARK EAST II,3,3,100%,3,100%
2017,04,04M007,P.S. 007 SAMUEL STERN,43,3,7%,3,100%
2017,04,04M012,TAG YOUNG SCHOLARS,59,55,93%,38,69%
2017,04,04M050,P.S. 050 VITO MARCANTONIO,26,3,12%,3,100%
2017,04,04M057,JAMES WELDON JOHNSON,99,24,24%,3,13%
2017,04,04M072,THE LEXINGTON ACADEMY,84,15,18%,3,20%
2017,04,04M096,P.S. 096 JOSEPH LANZETTA,78,12,15%,3,25%
2017,04,04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,88,6,7%,3,50%
2017,04,04M171,P.S. 171 PATRICK HENRY,96,41,43%,3,7%
2017,04,04M206,P.S. 206 JOSE CELSO BARBOSA,67,18,27%,3,17%
2017,04,04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,44,20,45%,3,15%
2017,04,04M372,ESPERANZA PREPARATORY ACADEMY,86,3,3%,3,100%
2017,04,04M377,RENAISSANCE SCHOOL OF THE ARTS,53,24,45%,3,13%
2017,04,04M406,GLOBAL TECHNOLOGY PREPARATORY,47,3,6%,3,100%
2017,04,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,55,6,11%,3,50%
2017,04,04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,82,9,11%,3,33%
2017,04,04M964,CENTRAL PARK EAST II,,3,#DIV/0!,3,100%
2018,04,04M007,P.S. 007 SAMUEL STERN,51,3,6%,3,6%
2018,04,04M012,TAG YOUNG SCHOLARS,56,54,96%,27,48%
2018,04,04M050,P.S. 050 VITO MARCANTONIO,22,7,32%,3,14%
2018,04,04M057,JAMES WELDON JOHNSON,99,20,20%,3,3%
2018,04,04M072,THE LEXINGTON ACADEMY,83,11,13%,3,4%
2018,04,04M096,P.S. 096 JOSEPH LANZETTA,65,3,5%,3,5%
2018,04,04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,91,9,10%,3,3%
2018,04,04M171,P.S. 171 PATRICK HENRY,92,43,47%,3,3%
2018,04,04M206,P.S. 206 JOSE CELSO BARBOSA,47,17,36%,3,6%
2018,04,04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,55,14,25%,3,5%
2018,04,04M372,ESPERANZA PREPARATORY ACADEMY,71,3,4%,3,4%
2018,04,04M377,RENAISSANCE SCHOOL OF THE ARTS,53,6,11%,3,6%
2018,04,04M406,GLOBAL TECHNOLOGY PREPARATORY,48,3,6%,3,6%
2018,04,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,50,8,16%,3,6%
2018,04,04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,55,20,36%,3,5%
2018,04,04M964,CENTRAL PARK EAST II,30,6,20%,3,10%
2019,04,04M007,P.S. 007 SAMUEL STERN,68,3,4%,3,100%
